Campaign,Ad group,Keyword,Match type,Impressions,Clicks,Conversions,trans - us_qb001 - 19 - 1582695525771769364,QBSE_MCC_BuyNow_90 Days,QBOLive_MCC_Lead_90Days,trans - us_qb01d - 19 - 1582695525771241388,PSG_MCC_Order_90 Days,trans - us_qb00d - 19 - 1582695525771387916,QBES_MCC_Signup_90Days,trans - us_qb017 - 19 - 1582695525771849587,QBDT_MCC_Order_90 Days,trans - us_qb00- - 19 - 1582695525771704407,trans - us_qb01- - 19 - 1582695525771217054,Calls from ads,trans - us_qb00c - 19 - 1582695525771425165,trans - us_qb00a - 19 - 1582695525771567110,1099_MCC_Purchase_90 Days,trans - us_qb00g - 19 - 1582695525771448247,QBEcosystem_MCC_WWSUIVisit_90 Days,trans - us_qb01a - 19 - 1582695525771226066,trans - us_qb004 - 19 - 1582695525771799558,trans - us_qb00f - 19 - 1582695525771546228,trans - us_qb0 - 19 - 1582695525771833426,QBO_Advanced_MCC_BuyNow_90Days,QBSE_MCC_Sub_90 Days,trans - us_po00 - 19 - 1582695525771917573,trans - us_qb01k - 19 - 1582695525771972335,ProAdvisor_MCC_Signup_90 Days,QBOA_MCC_Signup_90 Days,trans - us_qb018 - 19 - 1582695525771856716,trans - us_qb00m - 19 - 1582695525771759376,QBSE_MCC_Signup_90 Days,QBO_MCC_Login_90Days,QBOLive_MCC_ScheduleConsult_90Days,trans - us_qb00r - 19 - 1582695525771539487,PayrollFirst_MCC_BuyNow_90 Days,trans - us_qb00q - 19 - 1582695525771416667,trans - us_pa0 - 19 - 1582695525771179557,trans - us_qb00i - 19 - 1582695525771365531,QBO_MCC_Signup_90 Days,QBO_MCC_BuyNow_90Days,trans - us_pr0 - 19 - 1582695525771209368,trans - us_ps0 - 19 - 1582695525771886990,QuickBooks Accounting+Invoice (Android) installs,trans - us_qb019 - 19 - 1582695525771864364,trans - us_qb01h - 19 - 1582695525771896332,All conv.,Cost,Total conv. value,CTR,Conv. rate,Avg. CPC,Avg. position,Top of page CPC,First page CPC,Quality score,Ad relevance,Expected clickthrough rate,Landing page experience,Labels,Campaign state,Ad group state,Keyword state,Campaign ID,Ad group ID,Keyword ID
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Walmart,quickbooks walmart,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.83,0.83,5,Below average,Below average,Above average, --,enabled,enabled,enabled,9653558793,102266986994,299596912489
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,SKU_Pro - 2020,2020 quickbooks pro,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.2,0.0,2.63, --,0.51,0.51,6,Below average,Average,Above average, --,enabled,enabled,enabled,8517736047,83756497422,830863756777
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,Purchase_Software,quickbooks software for sale,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.2,0.0,1.53, --,1.42,0.68,7,Average,Average,Above average, --,enabled,enabled,enabled,9653421075,97487259485,317984584711
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Computer,quickbooks on a mac,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.2,0.0,4.3, --,1.25,0.44,7,Average,Average,Above average, --,enabled,enabled,enabled,1479750863,90204115367,362385257237
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Discount_Promotion,quickbooks promotion,Exact,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,13.44,0.0,0.6,0.0,4.48, --,0.4,0.4,8,Below average,Above average,Above average, --,enabled,enabled,enabled,8518794362,89370600947,362385275477
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Upgrade,quickbooks mac upgrade,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.2,0.2,7,Average,Average,Above average, --,enabled,enabled,enabled,1479750863,90204116127,299596898369
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Previous Version,qb 2015,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.22,0.0,0.2,0.0,1.22, --,0.84,0.84,3,Above average,Below average,Below average, --,enabled,enabled,enabled,9656892385,99607376392,299596874289
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,SKU_Premier - 2020,quickbooks 2020 premier,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.16,0.16,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607373952,657346116683
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,Purchase_Software,used quickbooks software for sale,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.26,0.2,10,Above average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487259485,299596943409
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,MAC_Pro - 2020,quickbooks pro 2020 mac,Exact,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.53,61.92,0.2,1.0,1.53, --,0.59,0.57,10,Above average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487258845,657346119323
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Previous Version,quickbooks used,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,1.04,0.97,6,Average,Below average,Above average, --,enabled,enabled,enabled,8518794362,89370604467,299596912289
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Previous Versions,quickbooks mac 2016,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.04,0.0,0.2,0.0,8.04, --,2.06,1.56,5,Below average,Below average,Above average, --,enabled,enabled,enabled,1479750863,90204115647,299596897369
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Year - 2018,qb 2018,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.2,0.0,0.89, --,0.72,0.72,4,Average,Below average,Average, --,enabled,enabled,enabled,9656892385,99607374192,332259089182
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,SKU_Premier - Prev Years,quickbooks premier 2017,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.38,0.38,3,Below average,Below average,Average, --,enabled,enabled,enabled,8517736047,83756502462,299596905809
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Previous Version,quickbooks 2016,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.2,0.0,1.1, --,0.47,0.47,5,Below average,Below average,Above average, --,enabled,enabled,enabled,8517736047,83756500022,134179089141
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Price,quickbook prices,Exact,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12,0.0,0.4,0.0,4.06, --,0.2,0.2,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653558793,102266982954,362385234397
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Previous Version,quickbooks 2016 windows 10,Exact,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.4,0.0,1.26, --,0.31,0.31,8,Above average,Average,Above average, --,enabled,enabled,enabled,9656892385,99607376392,362385238757
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Previous Version,quickbooks 2009,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.2,0.0,0.98, --,0.16,0.07,4,Average,Below average,Average, --,enabled,enabled,enabled,8517736047,83756500022,8828725811
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Year - 2018,quickbooks 2018 for mac,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17,0.0,0.2,0.0,9.17, --,0.28,0.24,6,Below average,Average,Above average, --,enabled,enabled,enabled,1479750863,90204116287,381663005656
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Plus_Cost,quickbooks plus cost,Exact,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,5.39,0.0,0.6,0.0,1.796667, --,0.37,0.37,8,Below average,Above average,Above average, --,enabled,enabled,enabled,9653558793,102266985594,362385272597
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Install,install quickbooks,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.3,0.3,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653558793,102266982634,297230368979
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Misc,quickbooks database,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.4,0.28,6,Below average,Average,Above average, --,enabled,enabled,enabled,8517736047,83756493062,162941219
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Upgrade_Year - 2020,upgrade to quickbooks 2020,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.44,0.44,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653558793,102266984594,657346120243
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,SKU_Pro - Prev Years,quickbooks pro 2017,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.2,0.0,0.46, --,0.21,0.1,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607379032,488087880432
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,MAC_Computer,quickbooks mac discount,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.74,0.0,0.2,0.0,9.74, --,0.92,0.76,7,Average,Average,Above average, --,enabled,enabled,enabled,9653421075,97487258285,299596897849
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,Purchase_Desktop,purchase quickbooks desktop 2019,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.2,0.0,4.44, --,3.19,3.19,5,Below average,Below average,Above average, --,enabled,enabled,enabled,1479750863,90204116527,787996449260
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Download,quickbooks downloads,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.81,0.55,6,Average,Below average,Above average, --,enabled,enabled,enabled,8518794362,89370601107,298381357136
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,SKU_Pro - 2020,quickbook 2020 pro,Exact,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,0.0,0.4,0.0,4.44, --,1.04,1.04,8,Below average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607373912,847121431100
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,SKU_Pro Plus,quickbooks pro plus,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.2,0.0,0.49, --,0.18,0.18,10,Above average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607378472,299596908929
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Desktop,quickbooks 2016 desktop,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.44,0.04,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487255685,362385238077
QB_US_GGL_Brand_Other_Exact_Search_Desktop_MMMarch20,Awareness_Plans,quick books plans,Exact,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89,0.0,0.4,0.0,0.445, --,0.04,0.04,9,Average,Above average,Above average, --,enabled,enabled,enabled,9648710399,102131351027,362385228877
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,SKU_Simple Start,simple start quickbooks,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26,0.0,0.2,0.0,0.26, --,0.19,0.19,6,Below average,Average,Above average, --,enabled,enabled,enabled,8517736047,83756500542,1572617756
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,SKU_Premier - 2019,quickbooks premier 2019,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.2,0.0,0.45, --,0.26,0.22,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607377512,464405469742
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Trial_Free,free trial for quickbooks,Exact,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.11,17.0,0.4,0.5,3.555, --,0.46,0.24,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653558793,102266983834,371538370500
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,SKU_Premier - Prev Years,quickbooks premier 2016,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.0,1.34,3,Below average,Below average,Average, --,enabled,enabled,enabled,8517736047,83756502462,299596905729
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Order,order quickbooks,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.2,0.0,1.46, --,2.55,2.55,5,Below average,Below average,Above average, --,enabled,enabled,enabled,9653558793,102266982714,299596869009
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Pro Desktop 2019,quickbooks 2019 desktop pro,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.22,0.0,0.2,0.0,1.22, --,0.57,0.36,5,Below average,Below average,Above average, --,enabled,enabled,enabled,1479750863,67053469679,618991140203
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,SKU_Premier - 2019,quickbooks premier 2019 download,Exact,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.2,0.0,0.39, --,0.39,0.1,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607377512,464405469822
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Premier Desktop 2019,quickbooks desktop premier 2019 tutorial,Exact,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,3.63,2.31,5,Below average,Below average,Above average, --,enabled,enabled,enabled,9653421075,97487257885,812382322440
